"72","1","1997-06-05","139","jamillia dttb iman awol nug mrdon rainbow stone barfly pandd frog 1",,,,,,,"Old arrangement.",,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"73","1","1997-06-07","52","actob bluemonk iman mylady shemrah pygmy morph","stone > waltz texas basis sobp nug",,,,,"Possibly incomplete.",,,,,,,,,,,"analog soundboard<BR>",,"1",NULL,NULL
"74","1","1997-06-20","410","bandc mylady > shemrah stone > waltz iman morph jamillia",,,,,,,,,,,,,,,,,"digital soundboard, SBD>DA20<BR>",,"1",NULL,NULL
"75","1","1997-06-21","153",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"76","1","1997-06-25","334","rainbow vass iman awol bandc morph mylady shemrah mrdon basis",,,,,,"Opening for Grinch",,,,,,,,,,,"analog audience, AKG 461<BR> digital soundboard<BR>","90: Morph/Basis<BR> CD1: Soundcheck>SRB, CD2: Don>end<BR>","1",NULL,NULL
"77","1","1997-06-27","184",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"78","1","1997-06-28","106","bandc iman jamillia",,,,,,"Opening for Juggling Suns . Whole show with Johnny Zula on percussion",,,,,,,,,,,"analog soundboard<BR>",,"1",NULL,NULL
"79","1","1997-07-02","363",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"80","1","1997-07-04","168","actob dttb morph jamillia pygmy 1 > fatheadj > fathead",,,,,,"Opening for Fathead.","During the Pygmy Twylyte jam members of Fathead came up one by one and jammed. Gradually the Biscuits left the stage and Fathead jammed into the first song of their set.",,,,,,,,,,,,"1",NULL,NULL
"81","1","1997-07-05","2","mylady rainbow basis awol boop mrdon morph barfly nug",,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"82","1","1997-07-06","253",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"83","1","1997-07-09","52",,,,,,,,,,,,,,,,,,"A tape may not exist<BR>",,"1",NULL,NULL
"84","1","1997-07-10","150","awol vass bandc latin boogiestop bluemonk afro > basis morph","iman tunisia pygmy boop nfn actob jamillia",,,,,,,,,,,,,,,,,,"1",NULL,NULL
"85","1","1997-07-11","37","stone > waltz tunisia basis trooper actob barfly shemrah boogiestop iman boop dttb",,,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"86","1","1997-07-12","405","actob 1 > dttb 1 > pygmy stone > waltz bandc mylady iman shemrah > basis","mrdon morph dttb jamillia actob boop nfn vass nug awol pandd",,,,,,"Chorus only.",,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"87","1","1997-07-13","313","mrdon jamillia shemrah > dttb boogiestop radiator morph mylady stone > waltz > sobp bandc","boop > soul > boop iman nug",,,,,"Soundcheck: Rainbow Song",,,,,,,,,,,"digital soundboard<BR>","90: SRB>/MyLady, 90:Soul Sacrifice/Nughuffer<BR>","1",NULL,NULL
"88","1","1997-07-15","145","iman awol bandc tunisia morph actob mylady jamillia","pandd mrdon boop nug snc barfly dttb waltz",,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"89","1","1997-07-17","234",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"90","1","1997-07-19","389",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"91","1","1997-07-20","293","pygmy bandc mrdon shemrah tunisia barfly 1","morph iman 2 awol 2 stone 2 > waltz 2 > afro 2 > waltz 2 jamillia",,,,,,"With Vernon Reid of Living Colour on guitar.","With Elliot Levin on saxophone.",,,,,,,,,"analog and digital audience, AKG 461<BR>",,"1",NULL,NULL
"92","1","1997-07-23","68",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"93","1","1997-07-24","68",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"94","1","1997-07-25","144",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"95","1","1997-07-26","192","pygmy jamillia shemrah > dttb bandc actob","iman boop awol 1 mylady 1 morph 1 afro 1 nug 1 vass 1 snc 1",,,,,,"With Elliot Levin on saxophone.",,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"96","1","1997-07-27","28",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"97","1","1997-08-02","317","texas jamillia marylamb",,,,,,"Setlist incomplete and out of order. They also played 'other jazz stuff'.",,,,,,,,,,,,,"1",NULL,NULL
"98","1","1997-08-07","157",,,,,,,"Opening for Merle Saunders",,,,,,,,,,,,,"1",NULL,NULL
"99","1","1997-08-09","219",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"100","1","1997-09-03","49",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"101","1","1997-09-05","41","bandc stone > waltz iman",,,,,,"Opening for Conehead Buddha",,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"102","1","1997-09-06","404","afro radiator pygmy stone > waltz actob","shemrah > iman vass > elizabeth > basis",,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"103","1","1997-09-07","180","texas morph barfly nug tunisia shemrah dttb","iman rlh mylady awol actob bandc sobp pandd jamillia",,,,,,,,,,,,,,,,"analog and digital (set II) audience, AKG 461<BR>",,"1",NULL,NULL
"104","1","1997-09-08","238","iman rlh mylady > awol actob bandc sobp pandd jamillia",,,,,,,"Maybe the same as 9/7/97 set II.",,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"105","1","1997-09-09","397","mrdon > bandc boop nug sobp jamillia > rlh morph","mylady > barfly shemrah boogiestop stone > waltz",,,,,,,,,,,,,,,,"analog soundboard<BR>",,"1",NULL,NULL
"106","1","1997-09-10","58","dttb radiator pygmy vass snc boop trooper bisquick > sbj","sbj > basis mylady jamillia",,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"107","1","1997-09-11","37","texas > iman bandc bluemonk nug mrdon morph stone > sobp > sbj","sbj > waltz boop actob rainbow 1 rainbow shemrah",,,,,,"Aborted due to equipment problems.",,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"108","1","1997-09-12","249","rrpone > pandd trooper shemrah dttb awol rlh 1 mylady rainbow boop","pygmy morph radiator jamillia",,,,,,"First time played.",,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"109","1","1997-09-14","414",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"111","1","1997-09-18","85","morph > vass > trooper bandc pygmy",,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"112","1","1997-09-24","385","bandc frog mylady mrdon nug boop barfly",,,,,,"Opening for the Recipe",,,,,,,,,,,"analog audience, AKG 461<BR>","90: Don/Barfly<BR> CD1: B&C>Barfly<BR>","1",NULL,NULL
"113","1","1997-09-26","52",,,,,,,"-- CANCELED --",,,,,,,,,,,,,"1",NULL,NULL
"114","1","1997-09-27","405","schkj boop morph boogiestop mrdon jamillia","shemrah > dttb frog barfly iman",,,,,"Foxtrot Zulu opened.",,,,,,,,,,,"analog and digital matrix, SBD/Aud (AKG 461) mix, 70%/30%, mix>Mackie 1202<BR> mixer>D-8<BR>","100: BoogieStop/Jamillia, 90: DTTB/I-Man<BR> CD1: Soundcheck>Don, CD2: Jamillia>FrogLegs, CD3: Barfly>end<BR>","1",NULL,NULL
"115","1","1997-10-02","37","stone > waltz awol jamillia frog bandc mylady vass > iman shemrah boop > basis > boop",,,,"barfly",,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"116","1","1997-10-04","100","iman jamillia morph actob vass > rlh > shemrah boop bandc frog",,,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"117","1","1997-10-05","52","mrdon stone > waltz nug mylady > barfly radiator shemrah",,,,,,,,,,,,,,,,,"No tape exists.<BR>",,"1",NULL,NULL
"118","1","1997-10-07","369","bandc pygmy frog iman",,,,,,"Setlist incomplete.",,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"119","1","1997-10-08","47",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"120","1","1997-10-11","130","radiator actob trooper > rlh pygmy boop pandd stone > sobp bandc morph",,,,,,"Post Junction opened.",,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"121","1","1997-10-13","226","pandd jamillia mrdon vass rainbow actob morph frog","shemrah > dttb iman radiator mylady barfly boogiestop snc",,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"122","1","1997-10-15","326","jamillia boop > shemrah iman",,,,,,"Opening for the Zen Tricksters",,,,,,,,,,,,,"1",NULL,NULL
"123","1","1997-10-19","337","awol stone > waltz rainbow trooper 1",,,,,,,"The infamous 53 minute Trooper McCue",,,,,,,,,,,,"1",NULL,NULL
"124","1","1997-10-20","226","marylamb pygmy texas bandc tunisia soul jamillia","awol boop bluemonk trooper > shemrah actob morph frog",,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"125","1","1997-10-23","52","rainbow vass > boop 1 > bandc > shemrah > bandc bluemonk 1 iman","actob jamillia morph stone > waltz boogiestop rlh > boop",,,"frog",,,"With Jack from Planet 22 on saxophone.",,,,,,,,,,"analog audience, AKG 461<BR> analog soundboard (most of set one only)<BR>",,"1",NULL,NULL
"126","1","1997-10-25","184","iman radiator snc frog vass",,,,,,"Incomplete",,,,,,,,,,,,,"1",NULL,NULL
"127","1","1997-10-29","97","shemrah > dttb mylady vass trooper > soul > trooper nug morph > frog","boop > actob > iman > actob > iman > actob > iman > bandc > iman > boop",,,,,,,,,,,,,,,,"analog and digital audience, AKG 461<BR>","90 Vassillios/Morph, 90: Boop/Boop<BR> CD1: SRB>Trooper, CD2: Nughuffer>I-Man, CD3: B&C>end<BR>","1",NULL,NULL
"128","1","1997-10-31","251","schkj > rlh > dew > ape > frog","jam 1",,,,,,"Sam on keyboards, Marc on drums, and Aron on bass for beginning of jam.",,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"129","1","1997-11-01","88",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"130","1","1997-11-03","226","stone > waltz radiator snc vass > mrdon boop","morph dttb mylady shemrah jamillia iman actob",,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"131","1","1997-11-05","90","mylady boop > mrdon awol morph nug",,,,,,"Opening for Belizbeha",,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"132","1","1997-11-06","146",,,,,,,"Opening for Schleigho and Thanks To Gravity",,,,,,,,,,,,,"1",NULL,NULL
"133","1","1997-11-07","369",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"134","1","1997-11-08","372","bluemonk boop morph shemrah iman mylady","awol vass bandc actob snc",,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"135","1","1997-11-11","238","boop iman tunisia mrdon radiator vass",,,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"136","1","1997-11-12","165",,,,,,,"-- CANCELLED --",,,,,,,,,,,,,"1",NULL,NULL
"137","1","1997-11-13","390",,,,,,,"Opening for freebeerandchicken",,,,,,,,,,,,,"1",NULL,NULL
"138","1","1997-11-14","49",,,,,,,"Opening for Schleigho",,,,,,,,,,,,,"1",NULL,NULL
"139","1","1997-11-15","234","pandd pygmy shemrah bandc stone jamillia",,,,,,"Opening for Foxtrot Zulu",,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"140","1","1997-11-17","226","pygmy bandc latin sobp texas > iman stone > waltz","shemrah > basis boop > shemrah afro",,,,,,,,,,,,,,,,"analog audience, AKG 461<BR>",,"1",NULL,NULL
"141","1","1997-11-18","97","bluemonk pandd bandc rainbow vass > actob morph frog",,,,,,"Opening for the Recipe",,,,,,,,,,,"analog and digital audience, AKG 461<BR>","100: Rainbow/Frog Legs<BR>","1",NULL,NULL
"142","1","1997-11-19","385","awol boop shemrah > morph",,,,,,"Opening for the Recipe",,,,,,,,,,,,,"1",NULL,NULL
"143","1","1997-11-20","37","memphis frog mrdon morph shemrah > dttb soul > hurricane > soul","stone > waltz iman > nug 1 > iman jamillia boop > actob",,,,,"Soundcheck: M.E.M.P.H.I.S.","'I want to go...' vocals only.",,,,,,,,,,"analog audience, RS 33-1073A<BR>",,"1",NULL,NULL
"144","1","1997-11-21","16",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"145","1","1997-11-24","226","barfly shemrah > dttb sobp > actob iman","jam 1 > awol pygmy stone > waltz memphis boop jamillia",,,,,,"With 'Dark Star' (Grateful Dead) tease.",,,,,,,,,,"analog audience, Sony D-3 stereo mini-mic<BR>",,"1",NULL,NULL
"146","1","1997-11-30","322","whatashow stone > waltz frog > basis barfly mylady memphis actob snc nug rlh",,,,,,"Opening for Juggling Suns",,,,,,,,,,,,,"1",NULL,NULL
"147","1","1997-12-02","371","whatashow boop > actob shemrah > sugarplum jamillia morph awol memphis iman pygmy",,,,,,"Fathead and Jiggle the Handle opened.",,,,,,,,,,,"analog audience, AKG 461<BR> digital soundboard<BR>","90: AC2B/Morph, 90: Pygmy/blank<BR>","1",NULL,NULL
"148","1","1997-12-04","107","jamillia > basis pandd boogiestop > whatashow memphis","iman 1 > trooper bandc tunisia stone > sobp > waltz",,,,,,"With 'Bernstein and Chasnoff' tease.",,,,,,,,,,"analog audience, AKG 461<BR>","90: P&D/MEMPHIS, 90: Trooper/Waltz<BR>","1",NULL,NULL
"149","1","1997-12-08","52","texas > shemrah > mylady memphis jamillia > trooper > soul 1 > trooper > jamillia","sobp vass > iman > roadhouse 2 actob",,,"rainbow barfly",,,"With 'In Memory Of Elizabeth Reed' (Allman Brothers Band) tease.","Roadhouse Blues played in honor of Jim Morrison's would-be 54th birthday.",,,,,,,,,"analog audience, AKG 461<BR> analog and digital (patched out of analog deck) soundboard<BR>","90: Jamillia>/SOBP, 100: I-Man>/Barfly<BR>","1",NULL,NULL
"150","1","1997-12-10","238",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"151","1","1997-12-12","41",,,,,,,"Opening for the Ominous Seapods",,,,,,,,,,,,,"1",NULL,NULL
"152","1","1997-12-27","405","pygmy mylady iman > whatashow > basis > whatashow memphis > sugarplum > boop > sugarplum frog",,,,,,"Opening for the Ominous Seapods",,,,,,,,,,,"digital soundboard<BR> digital audience, Neumann U89>Sonosax>SBM-1>D8<BR> analog audience, AKG C-1000>Samson mixpad>D3<BR> digital audience, AT4051>MV100>DAP1<BR>","100: >What a Show /M.E.M.P.H.I.S.<BR>","1",NULL,NULL
"153","1","1997-12-28","385","bandc mrdon memphis > actob stone > waltz trooper jamillia barfly shemrah","basis awol frog nug vass > rlh 1",,,,,,"Ending only.",,,,,,,,,,"analog audience, Audio Technica 4051>D8 (set II), AT4051>MV100>DAP1 (partial<BR> set I, most of<BR> set II)<BR>",,"1",NULL,NULL
"154","1","1997-12-29","184","frog rlh morph whatashow memphis > boop > actob rainbow iman jamillia basis",,,,,,,,,,,,,,,,,"digital soundboard<BR>","90: What a Show/Boop, 90: Jamillia/Basis<BR>","1",NULL,NULL
"155","1","1997-12-30","88",,,,,,,,,,,,,,,,,,,,"1",NULL,NULL
"157","1","1998-01-10","390",,,,,,,"Opening for Mr. Ferguson Band",,,,,,,,,,,,,"1",NULL,NULL
